# Filename: 193544_SingleShot.dat
# Timestamp: Mon Jul 22 19:35:44 2019

# Column 1:
#	name: re_g
#	type: value
# Column 2:
#	name: im_g
#	type: value
# Column 3:
#	name: re_e
#	type: value
# Column 4:
#	name: im_e
#	type: value
# Column 5:
#	name: re_g_preselect
#	type: value
# Column 6:
#	name: im_g_preselect
#	type: value
# Column 7:
#	name: re_e_preselect
#	type: value
# Column 8:
#	name: im_e_preselect
#	type: value

-2.795223761380e-02	-9.689135978616e-03	8.954078444254e-03	5.729932954376e-03	-3.499358434500e-03	-2.533580507194e-03	-2.437961688756e-02	-1.099159584142e-02
-3.024281889276e-02	-1.053124990612e-02	1.788993717649e-02	8.763494179300e-03	-1.526818297275e-02	-8.600866469629e-03	-4.157877230473e-03	-5.783773009097e-03
-7.436858119799e-03	-1.987927813007e-03	1.246890121165e-02	5.522777360925e-03	-2.020620924853e-03	-1.609030764379e-03	-2.718232659932e-02	-8.831095822900e-03
-1.624396383506e-02	-4.627564247410e-03	1.551100539564e-02	7.358595308229e-03	-6.101900860482e-02	-1.452440230272e-02	2.363912202290e-03	-4.118277133366e-03
-3.035320894338e-02	-1.147860803831e-02	1.097392165618e-02	5.556619584732e-03	-8.260221082135e-03	-5.626357452006e-03	-3.199907516469e-02	-1.404779177309e-02
-1.429893784681e-02	-7.111822730590e-03	-1.820632840840e-02	-6.522434806196e-03	-1.433804980915e-02	-7.968823579291e-03	-2.210471724224e-02	-1.389422922202e-02
-3.114170157212e-02	-1.239720984334e-02	6.421345641960e-03	2.842413521202e-03	-4.946376265490e-03	-1.467616148323e-03	-1.923662875260e-02	-9.850066815199e-03
-2.301715770006e-02	-1.035737733711e-02	-2.454570601955e-02	-7.137864433156e-03	-1.790208686718e-02	-7.397553380906e-03	-2.592867920250e-02	-1.353254678298e-02
-8.715535721684e-03	-4.121167977158e-03	1.212783003276e-02	7.239482473800e-03	-7.928784572285e-03	-5.187667459764e-03	-1.467851602935e-02	-8.873767166542e-03
-5.503487832101e-03	-4.969468819718e-03	-2.440476305861e-02	-1.131717573685e-02	-7.776743687008e-03	-4.253018451751e-03	-1.428760574440e-02	-7.971290578876e-03
-1.626387628257e-02	-6.847625961687e-03	9.659352300215e-03	-9.862168240543e-04	-2.813939149546e-02	-1.180835592088e-02	-1.733333034166e-02	-1.073003140807e-02
-1.401913240227e-02	-7.560814526089e-03	1.850822522931e-02	8.857554881708e-03	-3.286192564611e-02	-1.346922357938e-02	-2.029117213636e-04	-4.744291585817e-03
-1.958646026585e-02	-7.613130590114e-03	7.529564163267e-03	2.692122045698e-03	-8.948095568549e-03	-5.809460094143e-03	-1.390587485239e-02	-3.614771180939e-03
-1.672261861624e-02	-7.935692283932e-03	1.458674079165e-02	1.055804958384e-02	-1.143689044195e-02	-5.489362311215e-03	-2.452952852272e-02	-1.583401935688e-02
-1.847895438776e-02	-1.026035465635e-02	-3.289071718591e-02	-1.170979150330e-02	1.022177858449e-02	8.870502545595e-03	-1.027280388657e-02	-3.654807957425e-03
-6.708286858121e-03	-6.323895917819e-03	1.532269856640e-02	8.342195413630e-03	-1.315675882910e-02	-5.442988619338e-03	-2.445688633880e-02	-1.037256766970e-02
-1.079893766769e-02	-6.164313333889e-03	-1.359117133740e-02	-7.158251164317e-03	-3.636247859802e-02	-1.649039980198e-02	-1.196168042712e-02	-8.370986819054e-03
-3.341627926303e-02	-1.107130222905e-02	1.398878012184e-02	6.613243959348e-03	-1.220943140578e-02	-5.377559972585e-03	-1.845685590409e-02	-8.830039854123e-03
-1.602732291915e-02	-7.000639208989e-03	4.490799650239e-03	2.968368391965e-03	-1.088913502695e-02	-7.979823081973e-03	-1.565645029212e-02	-7.769392979657e-03
-1.763823456421e-02	-6.917549889334e-03	1.428330478926e-02	5.996602594358e-03	-8.411949331742e-03	-7.999028337143e-03	-4.788950474509e-02	-1.711329909985e-02
-1.801924769481e-03	1.343688933709e-03	8.714443986587e-03	4.036864889958e-03	-1.111841323776e-02	-3.969438891352e-03	-1.820077069060e-02	-1.430737302992e-02
-2.138473444535e-02	-1.071863870608e-02	1.537383189736e-02	6.687495886094e-03	-2.873952308937e-02	-1.264820292158e-02	-1.379554820026e-02	-7.490930152892e-03
-1.181652549036e-02	-7.306971910344e-03	1.071074817214e-02	1.218342208930e-03	-8.825190385846e-03	-7.048232489091e-03	-1.423971223201e-02	-6.081241486928e-03
-1.576727348074e-02	-8.740464033822e-03	5.842644022417e-03	3.421591922897e-03	-3.761512637519e-02	-1.347493321313e-02	1.833119347335e-03	-9.750898920398e-04
1.398182484258e-02	7.173233126834e-03	1.047760797138e-02	3.695175882391e-03	-1.570683111000e-02	-5.468260655383e-03	-1.418339031213e-03	1.246113997708e-03
-2.409542071382e-02	-9.774309067668e-03	7.769699442766e-03	7.741478933169e-03	-1.024489481537e-02	-2.380834799654e-03	-2.096002865444e-02	-9.820223151971e-03
-9.064270471282e-03	-8.567180782698e-03	1.165435060638e-02	7.332278080220e-03	-2.971285751931e-02	-1.191916362515e-02	-2.000172896492e-05	3.306725989561e-03
1.006723003277e-02	7.213659750638e-03	8.063987587403e-03	6.399427651176e-03	-1.402301983439e-02	-1.029787654469e-02	-4.131417636618e-03	-2.472780415727e-03
-3.196159689056e-03	-5.283882952528e-03	1.501403277571e-02	5.513969684745e-03	-3.575280010013e-02	-1.829356335230e-02	-2.428775708249e-02	-1.259985054870e-02
-2.188984924434e-02	-5.362498774700e-03	-3.233609862665e-03	4.647055979536e-04	-9.071246293549e-04	-4.607306235047e-03	-1.763740971556e-02	-8.677707624382e-03
-2.036275089553e-02	-1.469651926396e-03	1.445258999433e-02	5.243243350274e-03	-4.366239042433e-03	-4.220905721783e-03	-6.276419245851e-03	-1.833575121787e-03
-1.575683525913e-02	-7.757303335586e-03	7.712177709188e-03	5.279361900559e-03	-1.297233421415e-02	-4.875094022293e-03	-1.497508305994e-02	-8.035669872241e-03
-1.842150591917e-04	-2.133540748625e-03	1.611274871718e-02	8.454815666837e-03	-1.537489179435e-02	-9.594328837983e-03	-8.836555847557e-03	-4.156356223319e-03
-2.486501414546e-02	-6.857633854218e-03	1.990722522625e-02	6.776487698103e-03	-2.663876296041e-02	-1.266225620298e-02	-2.201843306730e-02	-1.188203493522e-02
-1.237642343283e-02	-8.498574305431e-03	1.897143964977e-02	1.325337129126e-02	-9.312995944776e-03	-6.616720782505e-03	-1.142577160891e-02	-8.330485492616e-03
-6.738487017717e-03	-6.353249463415e-03	1.103150624528e-02	1.985502061571e-03	-2.192699082055e-02	-1.253033097861e-02	-1.488405217453e-03	1.137199832150e-03
-2.998854245197e-02	-1.124264372462e-02	1.550906198003e-02	7.323025283015e-03	-1.138034349775e-02	-5.774313524126e-03	-4.129745654830e-03	-3.057304346301e-03
-1.687680527279e-02	-7.940708564388e-03	7.055701130847e-03	5.463332418883e-03	-1.814794275315e-02	-1.095164329732e-02	-1.903845808513e-02	-1.039153444612e-02
-2.348606557271e-03	-3.842625614517e-03	6.713764752154e-03	2.487273494575e-03	-7.855828666363e-03	-4.943761443920e-03	7.278944092638e-04	8.015282685633e-04
-1.094442265216e-02	-6.412071352041e-03	1.227579206045e-02	9.587218253612e-03	-2.203329157106e-02	-9.988447730028e-03	-1.414699232025e-02	-5.444811157141e-03
-2.685776696290e-02	-8.395219299416e-03	1.135569678491e-02	7.083949501533e-03	-7.872540700375e-03	-7.006013102015e-03	-8.422264904259e-03	-5.737610814236e-03
-2.778486078934e-02	-1.049126726240e-02	1.717511338534e-03	-6.952402216689e-04	-2.217168579729e-02	-6.773383580586e-03	-1.077381166803e-02	-4.889252293201e-03
-5.303710381544e-03	-6.543127763994e-03	1.298300605607e-02	5.929297255316e-03	-7.734705473844e-03	-6.494845574102e-03	-3.475709564732e-02	-1.335347907904e-02
-2.365446230608e-02	-7.961515823162e-03	1.406294073267e-02	8.315348311501e-03	-3.543362241549e-02	-1.017184578420e-02	-1.909981641367e-03	-3.953172291459e-03
-2.388758835545e-02	-1.468322842989e-02	6.988502215330e-03	5.104072310708e-03	-1.484946558052e-02	-8.799702153991e-03	-8.234261137515e-03	-3.895298896066e-03
-2.178989212433e-02	-8.481526949134e-03	9.961645562120e-03	7.037305571988e-03	-1.636845076678e-02	-1.007998286167e-02	-4.545683885557e-02	-1.771915443210e-02
-1.112659265481e-02	-6.037584836722e-03	1.588826748427e-02	7.574087326366e-03	-1.294984215696e-02	-4.016790504455e-03	-1.815055785241e-02	-8.695097035407e-03
-1.314415280840e-02	-6.127060411369e-03	1.216882555009e-02	1.121473150794e-02	-8.894696663236e-03	-3.612586053794e-03	-1.600527977736e-02	-9.033912343607e-03
-2.378947240989e-02	-1.266798779486e-02	1.448462559067e-02	8.602858482443e-03	-1.669261913585e-02	-3.567980968096e-03	-3.303535114926e-02	-1.295266062310e-02
-1.684522019799e-02	-1.013290661182e-02	1.621169922596e-02	4.562003995433e-03	-1.488882686657e-02	-6.569449326082e-03	-8.995703963743e-03	-4.415629355478e-03
-7.731893187765e-03	-5.880112598890e-03	1.406867783574e-02	9.184591498472e-03	-3.140243206246e-02	-1.436922061516e-02	-9.243278158007e-03	-1.332087259149e-03
-1.763707614522e-02	-9.556249654784e-03	1.660933773069e-02	4.829130376631e-03	-1.581569111418e-02	-5.670322721631e-03	-2.181235165559e-02	-9.599107104909e-03
-1.181733353480e-02	-4.235336009307e-03	1.342533624632e-02	4.013800401720e-03	-2.581251158661e-02	-1.236374050361e-02	-2.013348651192e-02	-7.969440046539e-03
