# Filename: 111113_time_plot.dat
# Timestamp: Fri Aug 10 11:11:13 2018

# Column 1:
#	name: time 
#	size: 0
#	type: coordinate
#	units: us
# Column 2:
#	name: V (t) 
#	type: value
#	units: Volt
# Column 3:
#	name: V std
#	type: value
#	units: Volts
# Column 4:
#	name: V2 (t) 
#	type: value
#	units: Volt
# Column 5:
#	name: V2 std
#	type: value
#	units: Volts
# Column 6:
#	name: Amp (t) 
#	type: value
#	units: Volt

0.000000000000e+00	7.858038258038e-05	6.966236714242e-03	-4.767070953738e-04	1.090058795355e-02	4.049105035688e-04
1.000000000000e+00	2.320683760684e-04	6.974478627551e-03	-2.110780084113e-04	1.089226669525e-02	7.080110592825e-04
2.000000000000e+00	4.483147469814e-04	6.998588638177e-03	1.768639261973e-04	1.088285633359e-02	1.149759364877e-03
3.000000000000e+00	7.365448378782e-04	7.028595326678e-03	6.889941663275e-04	1.086383629505e-02	1.736265570948e-03
4.000000000000e+00	1.091336318003e-03	7.056024683628e-03	1.336552435219e-03	1.083914215976e-02	2.473634183051e-03
5.000000000000e+00	1.499986433320e-03	7.075813209759e-03	2.093651336318e-03	1.080631950459e-02	3.333175720196e-03
6.000000000000e+00	1.942255867589e-03	7.095275286338e-03	2.930448514449e-03	1.077428028913e-02	4.278880785291e-03
7.000000000000e+00	2.395821462488e-03	7.123969677069e-03	3.799019943020e-03	1.074557009602e-02	5.258084728812e-03
8.000000000000e+00	2.834622167956e-03	7.150340599732e-03	4.652327228327e-03	1.071688158574e-02	6.216973846871e-03
9.000000000000e+00	3.238748609415e-03	7.175110190647e-03	5.443614163614e-03	1.068907769644e-02	7.104977876416e-03
1.000000000000e+01	3.603021571022e-03	7.191502698343e-03	6.161584588251e-03	1.065828276950e-02	7.909646749892e-03
1.100000000000e+01	3.926147334147e-03	7.203078822772e-03	6.786997693664e-03	1.063066014527e-02	8.613423642291e-03
1.200000000000e+01	4.215019943020e-03	7.213338131057e-03	7.335951159951e-03	1.061720395370e-02	9.233687241424e-03
1.300000000000e+01	4.477032695699e-03	7.232209517287e-03	7.817392484059e-03	1.060895742056e-02	9.781807834479e-03
1.400000000000e+01	4.708291412291e-03	7.258605919974e-03	8.247770994438e-03	1.059733623907e-02	1.027037897168e-02
1.500000000000e+01	4.908557319224e-03	7.284703263490e-03	8.625002849003e-03	1.057072140215e-02	1.069745658753e-02
1.600000000000e+01	5.074947768281e-03	7.291961944124e-03	8.952604531271e-03	1.054300858378e-02	1.106476246791e-02
1.700000000000e+01	5.204580111247e-03	7.286794401891e-03	9.223386786053e-03	1.051417607134e-02	1.136461624798e-02
1.800000000000e+01	5.299816035816e-03	7.279632711266e-03	9.438638990639e-03	1.049585532984e-02	1.159929101515e-02
1.900000000000e+01	5.366160358160e-03	7.293472614546e-03	9.590121286121e-03	1.049157838799e-02	1.176413869714e-02
2.000000000000e+01	5.410923890924e-03	7.319840428682e-03	9.690831637498e-03	1.048556806107e-02	1.187405222206e-02
2.100000000000e+01	5.435782390449e-03	7.344321139893e-03	9.744989824990e-03	1.048066580737e-02	1.193353257546e-02
2.200000000000e+01	5.450577669244e-03	7.351697618954e-03	9.762029575363e-03	1.047572016390e-02	1.195553658010e-02
2.300000000000e+01	5.454059422059e-03	7.340174000998e-03	9.749869488536e-03	1.047434722614e-02	1.194646195329e-02
2.400000000000e+01	5.438968932302e-03	7.331522935824e-03	9.719575634242e-03	1.048839453393e-02	1.191263290090e-02
2.500000000000e+01	5.405779405779e-03	7.333094321981e-03	9.666897842898e-03	1.050405880984e-02	1.185052445099e-02
2.600000000000e+01	5.347379731380e-03	7.345293803582e-03	9.591940306607e-03	1.052675715869e-02	1.175688273720e-02
2.700000000000e+01	5.262671550672e-03	7.357808173025e-03	9.494512006512e-03	1.054847561864e-02	1.163107284143e-02
2.800000000000e+01	5.158592321259e-03	7.365575562013e-03	9.364823226157e-03	1.058377548241e-02	1.146776402311e-02
2.900000000000e+01	5.043590286257e-03	7.369763223044e-03	9.209472798806e-03	1.061946314559e-02	1.127674222607e-02
3.000000000000e+01	4.919341202008e-03	7.361257354342e-03	9.029572106905e-03	1.066302043609e-02	1.105975351208e-02
3.100000000000e+01	4.798834350834e-03	7.353726929551e-03	8.825303486637e-03	1.070319914866e-02	1.082292347917e-02
3.200000000000e+01	4.681687695021e-03	7.354918125978e-03	8.600361416361e-03	1.072937987527e-02	1.056930523009e-02
3.300000000000e+01	4.571226699227e-03	7.362066824757e-03	8.369154795821e-03	1.075164396206e-02	1.031321398655e-02
3.400000000000e+01	4.456997422331e-03	7.371692987627e-03	8.128310405644e-03	1.077115066090e-02	1.004684252162e-02
3.500000000000e+01	4.339711843712e-03	7.363330860446e-03	7.883432912766e-03	1.079432787383e-02	9.775490982579e-03
3.600000000000e+01	4.215158865826e-03	7.343938874679e-03	7.636232804233e-03	1.081794223949e-02	9.498718393815e-03
3.700000000000e+01	4.075953873287e-03	7.333044199869e-03	7.380927418261e-03	1.083659513415e-02	9.207970620507e-03
3.800000000000e+01	3.927428028761e-03	7.332777248455e-03	7.123898521232e-03	1.085175124794e-02	8.911386117975e-03
3.900000000000e+01	3.773089133089e-03	7.342149524700e-03	6.860305521639e-03	1.086833043883e-02	8.606316156898e-03
4.000000000000e+01	3.616983312983e-03	7.347929328140e-03	6.592796635463e-03	1.088521020120e-02	8.296984356315e-03
